time,cpu_usage,memory_usage,network_activity,anomaly
113,1.0275742950030902,0.4311197177607858,-0.13006337047484473,0
114,0.8990154478768272,0.4035343241882196,0.02976689153127944,0
115,0.9278413073772017,0.41465839755920525,-0.021311375409278917,0
116,0.9150675202865047,0.42156912915992967,0.03065122064697944,0
117,0.862316695855159,0.4118434463126741,-0.08944442001871805,0
118,0.9817471531337714,0.3432689578358529,0.048671053032549864,0
119,0.9659656188835053,0.31551413838815445,-0.13170981967549786,0
120,0.9715906833193786,0.4875163440219592,-0.08277313896965832,0
121,0.890146628813649,0.32882018423930276,-0.02429142310872777,0
122,1.0092390718658726,0.3786063682496464,0.17418184149597143,0
123,0.8723962487920834,0.2538556615983428,0.07848253685484938,0
124,0.9751268541395525,0.31081564844354237,0.10771925042677898,0
125,1.058507400646085,0.30896239319614655,0.14170770333431446,0
126,0.9025635253339813,0.32945766187468095,0.3602832135810874,0
127,0.9267859691045537,0.1601581658757218,0.0041589067558433996,0
128,0.962998428543607,0.29502224028587204,0.14204009231298556,0
129,0.9356612815002627,0.21963380228816293,0.10126352544019411,0
130,0.8860250138638863,0.2837161141843335,0.09960325033075258,0
131,0.9696131003530354,0.20603357269076145,0.17742396180401812,0
132,0.91559991443196,0.20540131685609384,-0.04193130309844765,0
133,0.9948279994528036,0.22479467291405972,-0.04986850239363795,0
134,0.9275133299836292,0.17613633432829962,0.03197655134818616,0
135,1.053220078077536,0.19522996475627374,-0.018269977192188713,0
136,0.9387019378185044,0.1495698774642535,0.03185008529981731,0
137,1.983363655969254,1.045652988364241,0.9141524640717787,1
138,1.0225293912408433,0.24053868391930222,-0.04781467227062784,0
139,0.9221575989895788,0.11501054303180294,-0.030467896259373045,0
140,0.9968227267186667,0.16103309851984163,0.017431100352657703,0
141,1.0524572387279718,0.19774886562952051,-0.022831842602516927,0
142,0.9082776011236584,0.11947826478588368,-0.19140058280134875,0
143,0.9993362532637929,0.09907331085945983,-0.05801276426989396,0
144,1.0044524879041077,0.14173561317151662,0.06873732422375044,0
145,1.031804134626454,0.17639946050372424,0.14375467509326464,0
146,0.9320208278677408,0.05210401656574614,-0.11546185675377268,0
147,0.9289015191233672,0.09311834178605978,-0.1159282399230843,0
148,1.0219779228184849,0.0040468947159433,0.003023380271733562,0
149,1.0115869857048028,0.061048398270691126,-0.20755950648778368,0
150,1.0100196291213484,0.07244743589460668,-0.04449702029871275,0
151,1.015474882972397,0.018027649131632614,-0.17360420595513937,0
152,0.9647089078966584,0.027924893242317606,0.13690612998424653,0
153,1.0107806301295261,-0.02962632717378147,-0.07693311543504044,0
154,1.0141794542704132,0.0346453896515408,0.16528341863390272,0
155,0.9640661932880386,0.07357954024724991,0.11135213534583391,0
156,1.0932304457872042,-0.044061076430255794,-0.06463172976974167,0
157,1.0236913289774239,-0.03033726161688588,-0.10719596368460776,0
158,0.9403924716386076,0.015923769053900756,-0.019354574916758863,0
159,1.0326432955659823,0.04140204306444416,-0.010464662425820323,0
160,0.950839519530139,-0.10385901291173538,0.03461469439524014,0
161,1.038585864608513,-0.04763286864378517,-0.0776543289530179,0
162,1.056719522420894,-0.0350272807981943,0.0746394873522203,0
163,0.9572138584600469,-0.06427191324559076,0.026532805499989955,0
164,1.0457751877813897,-0.19298805199791652,-0.0340395156715864,0
165,1.0175040748007438,-0.054066388341295485,-0.07120406554180231,0
166,1.0371269979162612,-0.01311859938192697,-0.018488498309868595,0
167,1.0899229989428776,-0.09320794904025284,-0.08169012518275694,0
168,0.9817737963979324,-0.16054205490458429,0.005843869488358759,0
169,0.955216842876244,-0.14457793161482638,0.008543868521990976,0
170,1.5319705197684748,0.9297547846410996,1.0684053393734587,1
171,0.9495362899078861,-0.09325640790934961,0.1766242409671854,0
172,0.9850346805339962,-0.11664936935214718,-0.013244471969957245,0
173,1.0044114384415486,-0.14071137146747895,0.10045978671244825,0
174,0.9995537188020545,-0.20145430355862565,0.02295873969757017,0
175,1.0253451093257382,-0.18827461468228052,-0.023824430189845404,0
176,0.9828044117315138,-0.19197297567680588,-0.011915926995123404,0
177,1.0529011766459113,-0.1704100988058868,-0.00588264091680503,0
178,0.9649637651461469,-0.13223505689543863,0.02797677077282163,0
179,1.112079380312005,-0.16153551384170822,-0.095932076521897,0
180,1.0051309982664454,-0.29817131248288914,-0.14653403834449671,0
181,0.9286690780015012,-0.22572930023962223,0.06542973934742755,0
182,0.9155645039774007,-0.20979414271043917,0.08981238325812592,0
183,0.9907180125954568,-0.22536789172029095,0.07456358328028029,0
184,0.9528098568861555,-0.29742556377835133,0.015497201855647263,0
185,0.9969752276799045,-0.12988478603609485,0.07672246274532887,0
186,0.9821331643075915,-0.3490432873615768,0.07134290260171423,0
187,0.9519300712201003,-0.34891877533056354,0.07876293589549548,0
188,0.910236508368175,-0.2926204169967546,-0.08595408213421135,0
189,0.8737432536303372,-0.20797040661068977,-0.10969517971546311,0
190,0.9239743400840634,-0.3650993093987121,-0.03885692467522707,0
191,0.9858398710061841,-0.34602766396319495,-0.0017384109542655443,0
192,0.9503501608918351,-0.28828496750011356,-0.02419211271322896,0
193,0.8738901133807067,-0.3524219496853465,-0.18766903313378758,0
194,0.9412740603147596,-0.3776030728662819,0.17216926121351422,0
195,0.9482255839903112,-0.34189918625695087,-0.02740459888857355,0
196,0.8810186489781116,-0.3658258652766749,0.017270441657695364,0
197,0.9290570614886718,-0.33716281408291243,0.12445489907630587,0
198,1.8049895057584753,0.06297607227462954,0.38851968136444814,1
199,0.856264846449694,-0.3916830536589974,-0.051169387191171214,0
200,0.9271867948430959,-0.401560200278227,-0.03871172735798045,0
201,0.9331297896436126,-0.4145133029838459,-0.03363100454506446,0
202,0.9549457536813911,-0.40979181828583605,-0.017348659071395277,0
203,0.9490958437533049,-0.4404758837721361,0.14471347984448446,0
204,0.8230451825555251,-0.4522065862570264,0.06734588757272225,0
205,0.8404711166376193,-0.4012413353353506,0.09580352686288296,0
206,0.908459114176407,-0.39411730470985007,0.004712027181092378,0
207,0.9036533605446886,-0.5541041913903908,-0.13993730461455012,0
208,0.8988853638228188,-0.48698104474733095,-0.2079697035146007,0
209,1.0608511579783486,-0.5306236343782605,-0.1529407723231631,0
210,0.8917538921835321,-0.5203946779241612,0.035976570416601954,0
211,0.9148961116438388,-0.49332700181719336,0.003176971269763498,0
212,0.9006405697275363,-0.4885362565775839,-0.021016364755600755,0
213,0.8802474026988597,-0.536117659803512,-0.03685769067401367,0
214,0.8265669694046284,-0.6346284661356516,0.2011721575442747,0
215,0.8748472518231611,-0.59560994450908,-0.08229035909764744,0
216,0.7927422000518045,-0.5108741627406044,0.0927819456116059,0
217,0.8139440627686078,-0.7010063786711567,0.00019129360209939366,0
218,0.7958357702299189,-0.5128432132683369,-0.006093951178599691,0
219,0.8184345993951121,-0.5543253636229948,0.11766375486167441,0
220,0.9242293321532655,-0.5226923131788447,0.14625303826914446,0
221,0.7092078066171599,-0.6064849810782079,-0.02395494568848382,0
222,0.8308784817548122,-0.707622542259075,0.07992027192421422,0
223,0.7098444287825222,-0.5909694335830602,0.036389136215005384,0
224,0.7607193317949481,-0.5566289558107628,0.0007437138809914624,0
225,1.2689694072456854,0.37153033810851555,0.9620443362542648,1
226,0.7749666629748988,-0.6690573907684045,-0.06880088148448377,0
227,0.7114677136327882,-0.6392703649404082,-0.030609939333108474,0
228,0.7231155227179233,-0.677871473966542,-0.05806352797527064,0
229,0.7863104638409045,-0.6997491031276564,0.09013767164289195,0
230,0.7091868805908632,-0.6185065927208319,-0.009520111554106252,0
231,0.7498282075385696,-0.733576251157819,-0.12977140246150384,0
232,0.7345100360254421,-0.7257467020362331,-0.0723437223163088,0
233,0.6928043700865287,-0.7435453020728576,-0.31992646452121787,0
234,0.8256619975353925,-0.7700757026278543,-0.049449260188214855,0
235,0.7431693039067448,-0.6953923621814238,0.0037645065097149503,0
236,0.6031536364372958,-0.6517174039380217,-0.013613584886697373,0
237,0.7066004539984092,-0.7260448950988061,0.19801543515313924,0
238,0.656985660318517,-0.7990252687307768,0.05749060409150369,0
239,0.7254248886704509,-0.6886050999467358,0.05304518530891508,0
240,0.6358371436295159,-0.6531086278394969,-0.1643269034570278,0
241,0.662318771343146,-0.7764234815989223,-0.03646420541171327,0
242,0.6858305652282236,-0.7746823180613769,-0.04866628073236956,0
243,0.6963285112807709,-0.7315397377203741,-0.0786081198808008,0
244,0.585420177981582,-0.6827215146885215,-0.07998806655133467,0
245,0.6210396403424562,-0.7962229613335687,-0.18081229539416238,0
246,0.6062833644378444,-0.8431927725832034,-0.12758532046813284,0
247,1.5474340482869224,-0.13771439175689237,0.8091108238938235,1
248,0.7026469698197666,-0.7490613435724162,-0.014291469199318228,0
249,0.6267026089263625,-0.794812364482023,-0.0506402418274334,0
250,0.5354279463872041,-0.8290502785298062,-0.000541133465270806,0
251,1.4477899650542079,0.029321675746489917,0.2849948369428751,1
252,0.6884384593747135,-0.7865502368724917,0.0004210520875785671,0
253,0.6257954113821297,-0.8571563751225564,0.054037413093103795,0
254,0.4899877321510021,-0.8219805521119387,-0.08466048423882575,0
255,0.533472013748104,-0.8976389118364547,-0.06186299507467191,0
256,0.6127009938864577,-0.8012942543095116,0.035397688506367535,0
257,0.5055887470960495,-0.8541521393153442,0.1892653708337114,0
258,0.5547258789629326,-0.8681935828350125,0.1429774859514874,0
259,0.562776044358743,-0.8533347057441872,0.0582828069456139,0
260,0.46915484824256004,-0.8548733684024349,0.015143376016071823,0
261,0.5039305844449634,-0.8172543340117855,0.1401069355627171,0
262,0.33619827540838493,-0.8374721948795413,0.07946783230451239,0
263,0.438347224759885,-0.8797863677915566,-0.22936620223706614,0
264,0.46819420741899026,-0.8386344829083318,-0.10539308478552221,0
265,0.40964138219164015,-0.8615453331937053,0.03381403253579317,0
266,0.5448118301269269,-0.9075883256916539,-0.17869675655509723,0
267,0.3827986009322748,-0.8970817746924007,-0.08975890047568622,0
268,0.4233724202070219,-0.9027554502816482,-0.06998149436579741,0
269,0.44293611102443087,-0.8744901440552313,-0.02561659062458337,0
270,0.4994435446871356,-0.9224232727531433,-0.02874302082262078,0
271,0.346524833116687,-0.9278211256804518,-0.02891204271668269,0
272,0.4673723572797653,-0.81400049592026,0.08253075172403138,0
273,0.40058113064339884,-0.8694980392614141,-0.026522386545053428,0
274,0.34180934634605464,-0.9584696508092376,-0.03846301320712339,0
275,0.4047661657654953,-0.8957553289353537,-0.13491721041435165,0
276,0.3823520242037288,-0.9221552069265739,0.10243462019858247,0
277,0.3330890033462286,-0.9121726765255674,-0.06714975139474862,0
278,0.35725444955064367,-0.9284675198924836,-0.10870303280012752,0
279,0.32512778741530196,-0.8793432719994744,0.0213090574868971,0
280,0.3406640174184671,-0.924941323436086,-0.07669412623830629,0
281,1.285356659371128,-0.4981305879039269,0.5719085777589663,1
282,0.39537880502432143,-0.8966236899939561,0.025846017431906905,0
283,0.24468421144218047,-0.9401822574858488,-0.032648262377955636,0
284,0.40369302003964574,-0.9487906874131735,0.23116093753006345,0
285,0.1898736223664193,-0.9420861074287846,-0.007482854331919799,0
286,0.2702966710648076,-0.9652945319692705,0.0617838218879222,0
287,0.29768191125384674,-0.9628835137914699,-0.19416940474929453,0
288,0.2726689430478625,-0.9953140418360684,-0.08606491319147302,0
289,0.21781181068212288,-1.0060755252096405,-0.10869136949167124,0
290,0.22884321669611868,-1.0208866844737126,-0.09543797233026288,0
291,0.20487790028832256,-1.0429012354032023,0.04155379938370026,0
292,0.19031537437790635,-1.0195345156503104,0.10355650677774098,0
293,0.2524974041019504,-0.9864110217703596,0.034463050463451085,0
294,0.21808075902002289,-0.9745930444384023,-0.0226644623566309,0
295,0.15577716759799431,-0.9952670311558361,-0.06308550387124194,0
296,0.22557626166589545,-1.1013424875403743,0.11135997511865091,0
297,0.1861168049949758,-0.9065847502697667,0.20712554541548622,0
298,0.20153342090940377,-0.9326482865515185,0.013505570478369084,0
299,0.18249415418252446,-0.9662438282665395,0.09393630640715724,0
300,0.0996702575137636,-0.894617962972782,0.0343370349795475,0
301,0.10320414014033531,-1.0402223798230115,0.07555049064655894,0
302,0.15865793528679284,-0.8982354606746369,-0.11645467781101165,0
303,0.14187970195832283,-1.042040702456083,-0.04881362801421241,0
304,0.10037290661839444,-0.9829070070948916,0.03954694400455841,0
305,0.09733101139787585,-1.0595001907957715,0.12124909440819794,0
306,0.14538539654969035,-0.9959384609388282,-0.08181342216376747,0
307,0.04195294169905176,-0.9781300155070991,-0.2033299111040127,0
308,0.08890858648841504,-1.0058382886518733,-0.04982644264412492,0
309,0.041460135776839935,-0.9629755220333066,0.10101307143482502,0
310,0.030696602271929475,-0.9941844277989166,-0.15838955910878494,0
311,0.08652624103581341,-1.0256217300452033,-0.11769198921315843,0
312,0.06286179317549745,-1.0281075536030453,0.015591858605111211,0
313,0.052267875736190204,-0.9593871173131091,-0.011597125276146397,0
314,0.06686659327420329,-1.0326858332178879,0.05944664815532274,0
315,-0.007357055285510666,-0.9541945099470951,-0.12287267604455793,0
316,0.015691341631694385,-0.9386949999410017,-0.03249785941686678,0
317,-0.04391686371327659,-1.0830322315853924,0.11951854024030978,0
318,-0.02218958688081327,-0.9426162091676692,-0.11928961936367839,0
319,-0.05489559608679838,-0.8958074582549836,0.14769122963102688,0
320,-0.053524345177944174,-0.9856945877346567,-0.1067416985888689,0
321,-0.03859615484920209,-0.9677069205018765,0.0849381577377611,0
322,-0.11923806763253893,-0.945077452238429,-0.03729585102131257,0
323,0.01632713560166542,-1.009868730965032,-0.11449082576389767,0
324,0.612140200759133,-0.02305208734989095,0.35501052605512773,1
325,-0.16890456516949498,-1.0598396525617018,0.05449291881789941,0
326,-0.06022531221681442,-0.98606628527157,-0.0006853994901490916,0
327,-0.08847162956823289,-0.9668614985572379,0.11184694114433438,0
328,-0.10675987641861953,-0.9646288329511495,0.14357400609348814,0
329,-0.11644589834110453,-0.9357365908025538,-0.11830306653178504,0
330,-0.15835803278559438,-1.0262198788156414,-0.1256269144910345,0
331,-0.2124751586185099,-1.012483303514878,-0.13047937736208418,0
332,-0.17367219693117428,-0.8893522096789468,-0.08991960960480193,0
333,-0.22115274911850874,-0.9898201950264172,0.11042145208197446,0
334,-0.14835218626378227,-0.9703800567732824,0.05603619506667351,0
335,-0.21425484074850668,-0.9817121806681952,-0.054502757292243166,0
336,-0.2579499402270052,-1.017327816987661,-0.0011102590622834349,0
337,0.737620786667043,-0.33546812115907965,-0.07597691838511594,1
338,-0.21550874798311576,-0.9981003913080924,0.19080108509791197,0
339,-0.27404673192483575,-1.0256694976883074,0.025938433344280216,0
340,-0.29665212180515277,-0.9893352064445987,-0.2659281184047399,0
341,-0.25301178529717777,-1.0642797847286423,0.029728709475997313,0
342,-0.2625763417676879,-0.9940587313094579,0.09347481295413476,0
343,-0.309772871305019,-1.0071045127362848,0.022463231585607507,0
344,-0.3175502276964838,-0.9249345070713002,0.07265149187347837,0
345,-0.2919390158405475,-0.9864889265722984,0.03570653744603842,0
346,-0.3854585761778364,-0.9053450127645538,-0.12346454174818654,0
347,-0.3929090890413067,-0.8766330321097104,-0.08862384333634628,0
348,-0.36790739928335586,-0.9042258322340959,-0.03211521871301564,0
349,-0.3520736354624133,-0.9506870531029418,0.10654147782383516,0
350,-0.3352378494097196,-0.9294009624555167,-0.07658840683206207,0
351,-0.286362288624491,-1.0091513380405064,0.045590263316764704,0
352,-0.32655797738437614,-0.9359431739701852,0.030369259392119687,0
353,-0.3867118003271694,-0.968535318412126,0.15861972650791303,0
354,-0.38890172833686476,-0.8869637150477384,-0.004167977812941456,0
355,-0.4472746355178506,-0.7891168865040521,-0.17547584182762588,0
356,-0.4072313589440363,-0.8887461213428542,0.06468704648967781,0
357,-0.4298555387172532,-1.0091855348056775,0.21380552116340046,0
358,-0.4083620414666781,-0.9234903991253482,0.07123833448664561,0
359,-0.47489242993033387,-0.8950141631981658,-0.07876615918104071,0
360,-0.41655311758279384,-0.8923905450711338,-0.10819458791789648,0
361,-0.37482880651129424,-0.9288291043875061,-0.09529688335074053,0
362,-0.4658039222518412,-0.8754646646469033,0.2003311880382046,0
363,-0.44913445518378003,-0.9452063251109954,-0.032732744052143596,0
364,-0.4435200465497872,-0.9255904434931274,-0.06626433938280277,0
365,-0.5068476722499912,-0.8412310156037524,-0.015843664412723335,0
366,-0.48429274882632406,-0.9193925981911562,-0.03169070486057018,0
367,-0.5035289278145217,-0.8367005351159532,0.15676503597875036,0
368,-0.5078855024282822,-0.9269996224749046,-0.1014477491016303,0
369,-0.5599792795471799,-0.7651146059761127,0.11806432316604468,0
370,-0.5286106321955463,-0.8868135278306107,0.012209209645108472,0
371,-0.5133905937277451,-0.8539426825488657,0.12070265134276854,0
372,-0.47413386667953505,-0.8208037379193597,0.15826190437340515,0
373,-0.5070733758951634,-0.8600932128718004,0.008479763391309509,0
374,-0.4556681612247922,-0.819063549587707,-0.03150636095991657,0
375,-0.6099286968867462,-0.7917915211135544,0.006617883186510318,0
376,-0.5361221658927092,-0.7667721501607381,-0.009477067200513167,0
377,-0.5786900030915652,-0.7693899148314377,-0.16569664557387281,0
378,-0.4864270771468806,-0.8116363888598642,0.15524803737850731,0
379,-0.6443326672790182,-0.8043782294941918,0.02457850173811903,0
380,-0.6538439830517581,-0.6735122840131649,-0.11630991850510541,0
381,-0.6497064758671643,-0.7373152335123032,-0.2067523320198409,0
382,-0.7337486092947841,-0.8246643644364429,-0.2327599232930349,0
383,-0.6615957987883136,-0.7672594114584661,0.07704804366875034,0
384,-0.6809553751315938,-0.7826243893735471,-0.06189775684070953,0
385,-0.6431054477413569,-0.7661657708336634,-0.04549006681051334,0
386,-0.6410986713160469,-0.8143297044526997,0.04881542645388236,0
387,-0.5718734430853248,-0.7668317108491005,-0.05160481561017785,0
388,-0.6255897404342592,-0.6489637400995628,0.05465244160535132,0
389,-0.7093177518918142,-0.7038197398083453,0.009526406437671532,0
390,-0.7326868927513916,-0.8504903746077133,-0.008412958314923622,0
391,-0.6703950146411467,-0.6581822862977837,-0.1572750405691489,0
392,-0.7681579490818375,-0.6575512402528522,-0.08197313564388597,0
393,-0.6176584519086684,-0.7229400344109784,0.06025353655868659,0
394,-0.6572735630879062,-0.661985147814403,-0.06820218148640514,0
395,-0.7466469066917474,-0.7336210571013675,0.12053695557844908,0
396,-0.8157150872938435,-0.706897589396654,0.23464013239933987,0
397,-0.6691619736561126,-0.6011228546617989,0.06563853008413226,0
398,-0.7493061312069055,-0.6822344393468367,0.14928318913651575,0
399,-0.6883375126312459,-0.7546654208726296,0.07207272382960683,0
400,-0.8365238782476465,-0.6568087820026788,-0.053426202267218795,0
401,-0.793269733914762,-0.6499724597806765,0.020015166480742468,0
402,-0.7694609557781152,-0.5784594271719858,0.20133209460974422,0
403,-0.7737192974000952,-0.6299320127839872,-0.052355374262745114,0
404,-0.804839180800615,-0.6439358633590562,-0.1039327298878074,0
405,-0.7573827578088201,-0.5627495692640141,-0.11341944231152695,0
406,-0.8480167712265271,-0.6010469939138989,-0.021752938383354903,0
407,-0.8077857564268823,-0.6366110604859708,-0.10034720886430622,0
408,-0.8006029669976455,-0.5333235587559505,0.16740194274372375,0
409,-0.7867661121850469,-0.5732947520814191,0.021635653459128767,0
410,-0.7826963671599658,-0.5746776481992973,0.09717263097605029,0
411,-0.8802164458035192,-0.557717151273061,-0.029866539057969835,0
412,-0.906314882148152,-0.6118779529399399,-0.11401971977561183,0
413,-0.7712672046901681,-0.576403352715342,-0.13093939454332773,0
414,-0.823993702951215,-0.5414626617440594,-0.09079917421781208,0
415,-0.8834080279032742,-0.5429419407883883,0.034752549402671105,0
416,-0.7737158021594484,-0.4611009806665166,0.05198829317679478,0
417,-0.8506942424503582,-0.5053132791384746,0.06031960730586849,0
418,-0.8026320411075493,-0.4648479296834571,-0.14886726837818573,0
419,-0.8632537434139388,-0.49848215323734785,-4.091858982701808e-05,0
420,-0.7685383761694888,-0.4374463971533933,-0.10260618308923926,0
421,-0.7886676783696411,-0.4616443082130161,0.04014659675845283,0
422,-0.893654233252279,-0.47206139480488685,0.047907705549745216,0
423,-0.837310663748885,-0.4645610237069311,-0.11721730470264383,0
424,-0.8582150111027311,-0.5027368614578529,0.09680296071963479,0
425,-0.826557780351966,-0.4207417039069773,0.23388229415282447,0
426,-0.9476515827141829,-0.4391256780338468,0.08348357375846624,0
427,-0.8694289483503836,-0.4531992795294533,-0.016283403955110465,0
428,-0.8550460362739261,-0.363718023581752,-0.03165457032097422,0
429,-1.000049178234236,-0.47245144025704566,-0.020906398167250848,0
430,-0.9753288623827436,-0.42192396685159717,-0.07607338467770107,0
431,-1.022089662643629,-0.340231688175458,0.025239820665204932,0
